2603,20250602,246.50,247.00,243.00,247.00,14575424
2603,20250603,247.00,252.50,246.00,252.50,14469172
2603,20250604,254.00,256.00,249.00,251.50,25870205
2603,20250605,250.00,250.50,238.00,238.00,50327391
2603,20250606,239.50,242.00,235.00,236.00,30707445
2603,20250609,235.00,238.50,231.00,234.00,31268628
2603,20250610,234.50,236.50,234.00,236.50,23901065
2603,20250611,237.00,241.50,236.50,241.50,28369123
2603,20250612,242.50,242.50,237.50,238.00,22455665
2603,20250613,239.00,242.50,238.50,239.00,31555695
2603,20250616,241.00,242.50,238.50,242.00,35325796
2603,20250617,242.00,245.00,239.00,245.00,48020875
2603,20250618,246.00,248.00,244.00,246.50,60473165
2603,20250619,214.50,217.50,212.50,212.50,59838786
2603,20250620,213.50,213.50,207.50,207.50,24366959
2603,20250623,206.00,207.00,204.00,205.00,19652744
2603,20250624,208.00,210.50,207.00,209.00,15640612
2603,20250625,208.50,209.50,205.50,205.50,17081797
2603,20250626,207.00,209.00,205.00,205.00,14320439
2603,20250627,206.50,207.50,205.00,205.50,9774579
2603,20250630,206.50,206.50,199.00,199.00,25892205
2603,20250701,200.50,204.50,199.00,199.00,16950149
2603,20250702,200.00,202.00,199.50,201.00,6431844
2603,20250703,203.50,204.50,202.00,203.00,9860480
2603,20250704,204.00,205.50,200.50,200.50,8438879
2603,20250707,200.50,200.50,193.50,195.50,17358483
2603,20250708,196.00,197.00,195.00,195.00,9222162
2603,20250709,196.50,199.00,195.50,198.00,9742483
2603,20250710,198.00,198.00,194.50,195.00,11382104
2603,20250711,195.50,198.00,195.50,196.50,8586353
2603,20250714,197.50,201.50,195.00,201.50,14887207
2603,20250715,202.50,203.00,198.50,199.50,10278286
2603,20250716,201.00,205.00,198.50,201.00,40767510
2603,20250717,203.00,203.50,200.50,202.00,11005683
2603,20250718,202.00,203.00,200.00,200.00,12288278
2603,20250721,199.00,200.00,197.00,197.50,9999681
2603,20250722,199.00,200.50,196.00,196.00,10004864
2603,20250723,197.00,199.50,197.00,197.50,7153343
2603,20250724,200.00,203.00,199.50,201.50,11090663
2603,20250725,202.50,204.00,202.00,202.00,7458440
2603,20250728,202.00,202.50,199.50,200.00,5553999
2603,20250729,199.50,201.00,198.50,198.50,5938847
2603,20250730,199.00,200.50,198.50,199.50,3880782
2603,20250731,200.00,200.50,197.50,198.00,7388392
2603,20250801,196.50,200.50,195.50,199.50,7550205
2603,20250804,197.50,197.50,195.50,196.50,9481545
2603,20250805,197.50,198.00,196.00,196.00,8697786
2603,20250806,197.00,197.50,196.00,196.00,6029003
2603,20250807,196.00,197.00,194.50,194.50,12768628
2603,20250808,195.50,198.00,195.00,197.50,6970433
2603,20250811,197.50,197.50,194.00,195.00,9605943
2603,20250812,195.50,198.50,195.50,198.00,8564185
2603,20250813,199.50,199.50,196.50,197.00,8372027
2603,20250814,198.00,199.50,197.50,199.00,7360252
2603,20250815,199.00,199.50,197.00,198.00,8316748
2603,20250818,198.50,199.50,196.50,197.50,7782864
