symbol,date,y5,ret5,pred,p_down,p_flat,p_up,train_rows,best_iter,test_month,correct
2330,2026-04-01,2.0,0.07816711590296488,2,0.296078499618248,0.252305054641202,0.4516164457405501,833,50,2026-04,1
2330,2026-04-02,2.0,0.09944751381215466,2,0.2649642237761616,0.3445189275913764,0.39051684863246205,833,50,2026-04,1
2330,2026-04-07,2.0,0.10483870967741926,2,0.37750437104548973,0.1668657128471018,0.45562991610740855,833,50,2026-04,1
2330,2026-04-08,2.0,0.06666666666666665,2,0.4087564284560722,0.14903220875833403,0.44221136278559386,833,50,2026-04,1
2330,2026-04-09,2.0,0.06649616368286448,2,0.40929659515585265,0.1561708756893065,0.43453252915484086,833,50,2026-04,1
2330,2026-04-10,2.0,0.014999999999999902,0,0.5755370549963401,0.19827095958955404,0.22619198541410587,833,50,2026-04,0
2330,2026-04-13,2.0,0.017587939698492372,0,0.560607540855702,0.12588610710425255,0.31350635204004546,833,50,2026-04,0
2330,2026-04-14,1.0,-0.0024330900243308973,0,0.5722512059047846,0.17273181289774342,0.255016981197472,833,50,2026-04,0
2330,2026-04-15,0.0,-0.014423076923076872,0,0.5499919488010863,0.21982711502919608,0.23018093616971771,833,50,2026-04,1
2330,2026-04-16,1.0,-0.0023980815347721673,0,0.5005085748434976,0.2504882875982044,0.24900313755829795,833,50,2026-04,0
2330,2026-04-17,2.0,0.07635467980295574,0,0.48259782849162075,0.21588274064977767,0.30151943085860144,833,50,2026-04,0
2330,2026-04-20,2.0,0.11851851851851847,0,0.4239188290938293,0.2925751631776887,0.28350600772848206,833,50,2026-04,0
2330,2026-04-21,2.0,0.08048780487804885,0,0.5865650739846532,0.22025739323872523,0.19317753277662164,833,50,2026-04,0
2330,2026-04-22,2.0,0.06341463414634152,0,0.5737735334684213,0.209830834447241,0.21639563208433765,833,50,2026-04,0
2330,2026-04-23,2.0,0.02644230769230771,0,0.5449810206742117,0.1189353777441132,0.33608360158167505,833,50,2026-04,0
2330,2026-04-24,2.0,0.041189931350114506,0,0.5111920564820417,0.19607795879501444,0.2927299847229438,833,50,2026-04,0
2330,2026-04-27,1.0,-0.0066225165562914245,0,0.5520157165099164,0.26571704928490364,0.18226723420517993,833,50,2026-04,0
2330,2026-04-28,2.0,0.015801354401805856,0,0.5732390311927114,0.18881139655163584,0.23794957225565277,833,50,2026-04,0
2330,2026-04-29,2.0,0.059633027522935755,0,0.4099772957497355,0.24416032367239587,0.3458623805778686,833,50,2026-04,0
2330,2026-04-30,2.0,0.07259953161592514,0,0.48524412131988875,0.19875354457733863,0.3160023341027728,833,50,2026-04,0
