symbol,date,y1,ret1,pred,p_down,p_flat,p_up,train_rows,best_iter,test_month,correct
2330,2026-04-01,0.0,-0.02425876010781669,2,0.34203627942138076,0.2348285281080333,0.42313519247058595,857,1,2026-04,0
2330,2026-04-02,2.0,0.027624309392265234,2,0.3612783150534314,0.22956527432805718,0.4091564106185115,857,1,2026-04,1
2330,2026-04-07,2.0,0.048387096774193505,2,0.34363335316348653,0.23592501552385112,0.42044163131266243,857,1,2026-04,1
2330,2026-04-08,1.0,0.002564102564102555,2,0.33977425294142555,0.2373121339647194,0.422913613093855,857,1,2026-04,0
2330,2026-04-09,2.0,0.023017902813299296,2,0.3520428284205719,0.24011765759792364,0.40783951398150453,857,1,2026-04,1
2330,2026-04-10,0.0,-0.0050000000000000044,2,0.3523432064726791,0.24000634457072154,0.40765044895659946,857,1,2026-04,0
2330,2026-04-13,2.0,0.03266331658291466,2,0.3525525100528212,0.23992878159650813,0.4075187083506706,857,1,2026-04,1
2330,2026-04-14,2.0,0.012165450121654597,2,0.3607984659600331,0.2330743514623854,0.40612718257758157,857,1,2026-04,1
2330,2026-04-15,1.0,0.0024038461538462563,2,0.3607984659600331,0.2330743514623854,0.40612718257758157,857,1,2026-04,0
2330,2026-04-16,0.0,-0.026378896882493952,2,0.3512268464232284,0.23330124791391058,0.415471905662861,857,1,2026-04,0
2330,2026-04-17,1.0,-0.0024630541871921707,2,0.35143584669396255,0.2332260906363509,0.41533806266968654,857,1,2026-04,0
2330,2026-04-20,2.0,0.012345679012345734,2,0.3494335678936686,0.23394611756749747,0.416620314538834,857,1,2026-04,1
2330,2026-04-21,1.0,0.0,2,0.3494335678936686,0.23394611756749747,0.416620314538834,857,1,2026-04,0
2330,2026-04-22,2.0,0.014634146341463428,2,0.3494335678936686,0.23394611756749747,0.416620314538834,857,1,2026-04,1
2330,2026-04-23,2.0,0.05048076923076916,2,0.35127430942370447,0.2331976401640878,0.41552805041220775,857,1,2026-04,1
2330,2026-04-24,2.0,0.03661327231121292,2,0.35127430942370447,0.2331976401640878,0.41552805041220775,857,1,2026-04,1
2330,2026-04-27,0.0,-0.02207505518763797,2,0.3575566059600248,0.23093934093474866,0.4115040531052265,857,1,2026-04,0
2330,2026-04-28,0.0,-0.015801354401805856,2,0.3510145164698311,0.23337760255778567,0.41560788097238316,857,1,2026-04,0
2330,2026-04-29,0.0,-0.020642201834862428,2,0.3586134971798398,0.23064498072726639,0.4107415220928939,857,1,2026-04,0
2330,2026-04-30,2.0,0.06557377049180335,2,0.3493753213581023,0.2265124791326457,0.42411219950925194,857,1,2026-04,1
2317,2026-04-01,0.0,-0.02030456852791873,2,0.34203627942138076,0.2348285281080333,0.42313519247058595,857,1,2026-04,0
2317,2026-04-02,0.0,-0.005181347150259086,2,0.3612783150534314,0.22956527432805718,0.4091564106185115,857,1,2026-04,0
