date,open,high,low,close,volume
2021-07-22,2458.4450863993225,2482.9072265625,2450.2910396782636,2482.9072265625,310645
2021-07-23,2507.36947571205,2507.36947571205,2454.3681697213888,2462.522216796875,137327
2021-07-26,2462.5221996498744,2474.753270177937,2433.983035084396,2438.06005859375,225219
2021-07-27,2462.5226845275674,2462.5226845275674,2421.75244140625,2421.75244140625,260261
2021-07-28,2425.8291068787953,2450.2912491330353,2380.9818460793554,2433.983154296875,443846
2021-07-29,2433.9835143426453,2454.368635903304,2409.5213684698547,2421.75244140625,275619
2021-07-30,2421.7526722149637,2429.9067216163608,2389.136474609375,2389.136474609375,327387
2021-08-02,2397.2897832165027,2405.4438300981915,2360.596572248903,2380.981689453125,391708
2021-08-03,2385.0590681164995,2393.2131162126243,2356.5198997800626,2360.596923828125,363981
2021-08-04,2372.827977061898,2372.827977061898,2323.9036888750547,2327.980712890625,662766
2021-08-05,2332.0576273600263,2372.827865600586,2327.98060353597,2348.36572265625,396005
2021-08-06,2360.596524520659,2364.673547879071,2315.749267578125,2315.749267578125,545220
2021-08-09,2315.7495013297876,2336.1346201795213,2299.44140625,2299.44140625,375762
2021-08-10,2334.4157821766653,2351.2707697736087,2304.919553882014,2309.13330078125,451439
2021-08-11,2300.7058177539784,2317.560805429832,2279.6370831591616,2283.850830078125,353787
2021-08-12,2309.132825301381,2309.132825301381,2245.9266348278034,2250.140380859375,407664
2021-08-13,2254.354243517364,2292.277959763451,2233.2855122695382,2271.209228515625,454099
2021-08-16,2292.277964369159,2292.277964369159,2245.926755530812,2254.354248046875,251266
2021-08-17,2254.354248046875,2254.354248046875,2254.354248046875,2254.354248046875,0
2021-08-18,2266.9961700165504,2351.271120574787,2250.1411799049033,2347.057373046875,442050
2021-08-19,2355.4845166728446,2372.339504269788,2304.919553882014,2309.13330078125,444488
2021-08-20,2338.6296506787908,2347.0571449154713,2296.4921794953893,2313.34716796875,287902
2021-08-23,2338.6290292016865,2368.1252511916177,2317.560299208879,2334.415283203125,314387
2021-08-24,2347.0571449154713,2355.4846391521514,2300.7059266137294,2313.34716796875,226980
2021-08-25,2325.987798334478,2330.2015443459536,2300.705322265625,2300.705322265625,169604
2021-08-26,2325.9879344334113,2342.8429194655373,2254.354248046875,2254.354248046875,472867
2021-08-27,2254.354134331185,2254.354134331185,2212.2166738763963,2216.430419921875,417938
2021-08-30,2229.071786715751,2241.713025581814,2178.5068312514995,2195.36181640625,539881
2021-08-31,2203.789410946974,2258.568115234375,2195.3619179796815,2258.568115234375,364612
2021-09-01,2258.568348564345,2296.492070835015,2233.2858670505652,2283.850830078125,288179
2021-09-02,2271.2092353863745,2325.9879367964354,2245.9267578125,2245.9267578125,291165
2021-09-03,2241.713236453555,2296.491943359375,2233.2857430834288,2296.491943359375,277423
2021-09-06,2317.5606831605246,2330.2019232504913,2275.4232161939694,2279.636962890625,328993
2021-09-07,2271.2092353863745,2288.064220435624,2245.9267578125,2245.9267578125,202608
2021-09-08,2258.568140685328,2258.568140685328,2182.720703125,2182.720703125,449542
2021-09-09,2186.934814453125,2195.3623089211524,2174.293572751084,2186.934814453125,237001
2021-09-10,2203.7898207214716,2212.2173152557793,2149.011106248471,2153.224853515625,339449
2021-09-13,2153.224480207576,2174.293212890625,2127.9420009879177,2174.293212890625,205228
2021-09-14,2178.506973930027,2182.7207204946885,2132.15576171875,2132.15576171875,471151
2021-09-15,2136.3695111955917,2182.7207234700522,2123.728271484375,2123.728271484375,541146
2021-09-16,2127.941785362678,2144.7967698011944,2060.521847608613,2073.1630859375,598964
2021-09-17,2073.1630929848584,2073.1630929848584,2031.0256317453286,2043.6668701171875,665409
2021-09-22,1967.8199568579207,1984.6749457817573,1946.751220703125,1946.751220703125,991389
2021-09-23,1963.6063046998615,2009.9575264846223,1963.6063046998615,1997.3162841796875,609358
2021-09-24,2001.5296869692595,2014.1709270974866,1934.109739618716,1938.323486328125,617941
2021-09-27,1938.3232497326849,1950.964488317898,1875.117056806619,1908.8270263671875,1119216
2021-09-28,1908.8269125634877,1925.6818963388826,1858.2619612373026,1866.689453125,922720
2021-09-29,1845.6209773050475,1849.834723828575,1778.2010329286074,1828.7659912109375,1212931
2021-09-30,1828.7662275479809,1858.2624570245612,1807.6974922075665,1845.6212158203125,868121
2021-10-01,1832.979996477971,1858.262479188012,1799.27001953125,1799.27001953125,570761
2021-10-04,1816.1250080046107,1837.1937435963114,1786.6287781762294,1799.27001953125,521539
2021-10-05,1786.6285547818538,1790.8423013733207,1727.636102501321,1744.4910888671875,810538
2021-10-06,1765.559938275643,1786.6286726226076,1736.0637101898924,1761.34619140625,888504
2021-10-07,1773.9872975237495,1795.0560302734375,1761.3460578739364,1795.0560302734375,461689
2021-10-08,1757.1322216309811,1790.842192309753,1677.0710412688982,1689.7122802734375,1758594
2021-10-12,1681.284895734089,1736.063601610137,1651.78866949314,1727.6361083984375,1557924
2021-10-13,1731.8498550042873,1752.9185880335365,1710.781121975038,1727.6361083984375,474014
2021-10-14,1740.2773731831971,1740.2773731831971,1660.2161865234375,1660.2161865234375,923821
2021-10-15,1656.0024277416626,1702.3536407318873,1656.0024277416626,1693.9261474609375,969060
2021-10-18,1693.9262768922738,1714.9950116794912,1668.643795147613,1677.0712890625,650855
2021-10-19,1689.712388945789,1727.6361083984375,1681.284895734089,1727.6361083984375,510641
2021-10-20,1723.4224782578883,1740.2774658203125,1719.208731367282,1740.2774658203125,577048
2021-10-21,1740.2774729833627,1761.3462075231128,1714.9949915356624,1723.4224853515625,690035
2021-10-22,1706.5672607421875,1727.6359923562886,1702.3535144193672,1706.5672607421875,497606
2021-10-25,1693.926267713826,1731.8499901253297,1685.498773844603,1698.1400146484375,785638
2021-10-26,1828.7658714011864,1866.6895876284,1782.4146626790366,1820.33837890625,2418793
2021-10-27,1820.3385244516226,1828.7660176203801,1748.7048325171836,1752.9185791015625,1213244
2021-10-28,1757.1323286415875,1769.7735684159875,1736.0635956842543,1744.4910888671875,632504
2021-10-29,1752.918582050121,1752.918582050121,1731.8498490927877,1744.4910888671875,464942
2021-11-01,1761.3461844638625,1782.4149187277844,1752.918690758294,1778.201171875,482406
2021-11-02,1790.842307486185,1790.842307486185,1727.6361083984375,1727.6361083984375,676061
2021-11-03,1736.0635956842543,1769.7735684159875,1731.8498490927877,1744.4910888671875,385869
2021-11-04,1752.918586526764,1752.918586526764,1731.849853515625,1731.849853515625,392107
2021-11-05,1731.8497436219022,1740.2772362915953,1689.7122802734375,1689.7122802734375,1065920
2021-11-08,1689.712388945789,1744.491094821837,1685.498642339939,1727.6361083984375,691800
2021-11-09,1731.849852034189,1740.277345231436,1723.4223588369425,1736.0635986328125,347876
2021-11-10,1736.0635956842543,1757.1323286415875,1731.8498490927877,1744.4910888671875,473709
2021-11-11,1744.491085932805,1752.9185791015625,1740.2773393484263,1752.9185791015625,349814
2021-11-12,1757.132437611078,1790.842412433353,1752.918690758294,1778.201171875,628770
2021-11-15,1786.6284214481889,1803.4834065561906,1769.773436340187,1773.9871826171875,474112
2021-11-16,1773.987428501674,1786.6286690848212,1769.773681640625,1769.773681640625,332207
2021-11-17,1778.2011771190707,1778.2011771190707,1744.4912021973823,1765.5599365234375,472665
2021-11-18,1757.1323316259293,1769.7735714217993,1731.849852034189,1736.0635986328125,641216
2021-11-19,1752.9186941964285,1803.4836565290177,1744.4912004743303,1769.773681640625,781945
2021-11-22,1782.4149222237722,1782.4149222237722,1765.5599347795758,1769.773681640625,175611
2021-11-23,1740.277228877937,1744.4909751948328,1706.567258342771,1714.9947509765625,1014064
2021-11-24,1723.4223588369425,1740.277345231436,1719.2086122383191,1736.0635986328125,413550
2021-11-25,1736.063601610137,1740.2773482159869,1727.6361083984375,1727.6361083984375,226234
2021-11-26,1719.208499710648,1727.6359923562886,1706.5672607421875,1706.5672607421875,300330
2021-11-29,1706.567391990719,1714.9948852845002,1677.0711654624843,1681.284912109375,569277
2021-11-30,1706.5675177646042,1706.5675177646042,1677.0712890625,1677.0712890625,709497
2021-12-01,1685.49853515625,1693.9260278320312,1677.0710424804686,1685.49853515625,447610
2021-12-02,1689.7125207792144,1727.636243190718,1685.498773844603,1698.1400146484375,582445
2021-12-03,1689.7124054031563,1698.1398986969377,1681.284912109375,1681.284912109375,366551
2021-12-06,1710.7811279296875,1723.4223677912369,1693.9261414476216,1710.7811279296875,587219
2021-12-07,1719.208731367282,1740.2774658203125,1706.567490695464,1740.2774658203125,607393
2021-12-08,1757.1323316259293,1761.3460782245525,1736.0635986328125,1736.0635986328125,467838
2021-12-09,1744.491100893819,1752.9185941348521,1710.7811279296875,1710.7811279296875,462642
2021-12-10,1710.7811205044861,1740.2773467200807,1706.5673739022582,1731.849853515625,399759
2021-12-13,1740.277493424152,1744.4912403815954,1672.8575421050564,1677.0712890625,1030350
2021-12-14,1681.2850162720622,1723.4224853515625,1681.2850162720622,1723.4224853515625,478894
2021-12-15,1714.9947509765625,1727.6359899272497,1702.3535120258755,1714.9947509765625,393362
2021-12-16,1727.6359899272497,1757.1322141455198,1710.781004659667,1714.9947509765625,864420
2021-12-17,1740.2775228956934,1883.544921875,1736.0637758668904,1883.544921875,2862073
2021-12-20,1883.5444279473259,1921.4681412617015,1849.8344605567695,1913.0406494140625,2676383
2021-12-21,1934.1095900159655,2102.6594453550474,1917.2546044820572,2031.0257568359375,3338797
2021-12-22,2047.880965909091,2136.369649621212,2039.4534722222222,2085.8046875,2540680
2021-12-23,2119.5142931434198,2136.369277581936,2052.094355389355,2073.1630859375,1357110
2021-12-24,2081.5909511199516,2106.8734323076433,2052.0947230676447,2060.522216796875,826743
2021-12-27,2068.9498310945473,2106.873555086097,2047.8810955436863,2064.736083984375,963871
2021-12-28,2085.8044611242854,2085.8044611242854,2022.5982653326403,2026.81201171875,943528
2021-12-29,2026.81201171875,2039.453250877079,2005.7432797882018,2026.81201171875,616734
2021-12-30,2026.8119968623225,2098.4456849011153,2026.8119968623225,2077.376953125,1276404
2022-01-03,2106.873291015625,2182.7207294921873,2090.0183046875,2106.873291015625,1960732
2022-01-04,2136.3693485295394,2275.4229747651902,2132.1556022799746,2271.209228515625,2655806
2022-01-05,2275.4228683997844,2283.8503605049686,2195.3616934005327,2199.575439453125,1652458
2022-01-06,2191.148565945358,2229.0722911251814,2165.866082492142,2178.50732421875,1250704
2022-01-07,2203.7893385704856,2212.216831261004,2090.018187248491,2094.23193359375,1515420
2022-01-10,2094.2321811868687,2115.3009154040406,2060.522206439394,2085.8046875,1145001
2022-01-11,2098.446052829264,2111.0872941113676,2056.308581888917,2081.591064453125,836995
2022-01-12,2103.915888928865,2116.7186225328946,2014.296753700658,2027.0994873046875,1418638
2022-01-13,2052.704954512747,2078.310421720806,2014.296753700658,2027.0994873046875,1084432
2022-01-14,1886.2687748704,1894.803927697868,1826.522705078125,1826.522705078125,1552174
2022-01-17,1800.917473426232,1822.255358182467,1766.776857816256,1775.31201171875,1955256
2022-01-18,1783.8469290472833,1835.0578456706503,1771.0441998914416,1796.649658203125,1084564
2022-01-19,1792.38232421875,1813.720209030878,1783.847170293899,1792.38232421875,631629
2022-01-20,1796.6498964749849,1800.917473426232,1771.044434767503,1775.31201171875,541770
2022-01-21,1758.241703913762,1792.382319523738,1758.241703913762,1775.31201171875,731370
2022-01-24,1775.311888177711,1783.8470414862575,1753.9740049063441,1771.0443115234375,591331
2022-01-25,1758.24169921875,1758.24169921875,1732.6362375796418,1758.24169921875,595033
2022-01-26,1758.2416920027708,1771.0444227697815,1728.3686535464133,1732.63623046875,615542
2022-02-07,1732.63623046875,1762.5092689251078,1707.030768934729,1732.63623046875,669509
2022-02-08,1732.6361216349774,1788.1146181405309,1732.6361216349774,1771.0443115234375,476267
2022-02-09,1792.3821977574191,1792.3821977574191,1753.9740078054742,1779.5794677734375,313609
2022-02-10,1779.579588669997,1783.847165621244,1758.241703913762,1775.31201171875,217364
2022-02-11,1775.3120186611375,1830.790519244298,1771.0444416932019,1800.91748046875,690938
2022-02-14,1779.579588669997,1792.382319523738,1758.241703913762,1775.31201171875,359136
2022-02-15,1775.312135541268,1805.1851762835488,1775.312135541268,1783.8472900390625,271901
2022-02-16,1822.2552447049125,1826.522821390404,1800.9173612774543,1809.4525146484375,455042
2022-02-17,1822.255615234375,1826.523192787617,1809.4528825746488,1822.255615234375,344117
2022-02-18,1809.4526457609954,1843.59326171875,1796.6499147768375,1843.59326171875,406513
2022-02-21,1822.255615234375,1839.3259254473435,1813.7204601278909,1822.255615234375,358073
2022-02-22,1800.9173510800733,1809.4525044027278,1762.5091611281287,1779.5794677734375,468899
2022-02-23,1792.3823230534008,1800.9174769727028,1779.579592174448,1788.11474609375,177262
2022-02-24,1771.044423996084,1779.5795778466677,1736.90380859375,1736.90380859375,465517
2022-02-25,1732.6362280515161,1753.9741126334313,1715.5659203859839,1724.10107421875,638225
2022-03-01,1724.1010813643293,1753.9741199028201,1724.1010813643293,1749.70654296875,470945
2022-03-02,1745.4388427734375,1749.7064194061354,1728.368536242646,1745.4388427734375,427117
2022-03-03,1749.7065405752144,1758.2416944316788,1732.6362328622854,1741.17138671875,327083
2022-03-04,1732.6361068913966,1749.7064133632332,1724.1009536554784,1728.3685302734375,276337
2022-03-07,1715.5659105705492,1715.5659105705492,1677.1577185428503,1689.96044921875,789052
2022-03-08,1681.4252966585327,1715.565911819112,1677.1577197634604,1694.22802734375,517301
2022-03-09,1698.495603002683,1719.8334874625157,1672.8901416508838,1689.96044921875,489865
2022-03-10,1702.763064567585,1728.3685241851426,1702.763064567585,1711.2982177734375,292186
2022-03-11,1711.2983349240396,1711.2983349240396,1689.9604504486774,1694.22802734375,238788
2022-03-14,1707.0308865151985,1724.1011953803504,1689.9605776500464,1719.8336181640625,359424
2022-03-15,1718.9630095891976,1723.3148146767653,1705.907594326495,1710.2593994140625,368767
2022-03-16,1723.3148099459136,1736.3702251727764,1697.2039794921875,1697.2039794921875,482710
2022-03-17,1714.611328125,1736.3703551316626,1710.2595227236675,1714.611328125,530387
2022-03-18,1727.6667576919367,1766.8330066068675,1727.6667576919367,1762.481201171875,601861
2022-03-21,1779.8884167480467,1779.8884167480467,1736.370362548828,1740.72216796875,290567
2022-03-22,1740.722041286209,1745.0738463894245,1727.6666259765625,1727.6666259765625,305711
2022-03-23,1736.370362548828,1749.4257788085936,1723.3149462890624,1740.72216796875,379431
2022-03-24,1740.7220381724685,1740.7220381724685,1714.6112075998815,1718.9630126953125,352667
2022-03-25,1732.0184248519004,1732.0184248519004,1710.2593994140625,1710.2593994140625,376532
2022-03-28,1697.2040887129933,1701.5558940686676,1649.3342298005755,1653.68603515625,1057531
2022-03-29,1666.74156733045,1666.74156733045,1623.2235107421875,1623.2235107421875,563485
2022-03-30,1631.9270096425935,1662.389647155922,1623.2233989244996,1658.037841796875,699640
2022-03-31,1671.0932526525198,1697.2040847252156,1640.630615234375,1640.630615234375,554603
2022-04-01,1627.575192687332,1653.686024655578,1610.167971375168,1618.87158203125,610890
2022-04-06,1601.4643375880282,1601.4643375880282,1544.890869140625,1544.890869140625,851405
2022-04-07,1518.7798854929756,1531.835299981454,1466.5582275390625,1466.5582275390625,1157857
2022-04-08,1488.3173681052335,1492.6691732751317,1431.743900896555,1444.79931640625,671054
2022-04-11,1440.4474961180124,1449.1511063664595,1388.225834627329,1401.28125,939309
2022-04-12,1401.281258931974,1440.447505299638,1396.9294537800113,1427.39208984375,702036
2022-04-13,1436.0958207019266,1436.0958207019266,1401.2813765636981,1418.6885986328125,479247
2022-04-14,1418.6884810149127,1449.151117110325,1409.9848707019378,1431.743896484375,436259
2022-04-15,1414.3367919921875,1423.0404030198317,1396.929569936899,1414.3367919921875,534292
2022-04-18,1409.9849875982554,1431.744015184648,1396.9295710464196,1418.6885986328125,242808
2022-04-19,1418.6884795398246,1457.8547259074885,1418.6884795398246,1427.39208984375,408278
2022-04-20,1444.799320778918,1466.558346694263,1440.4475155958487,1457.854736328125,685781
2022-04-21,1470.9102804744946,1527.4837528004366,1470.9102804744946,1479.6138916015625,844631
2022-04-22,1479.6137680908923,1501.372794092229,1470.9101576903577,1475.261962890625,577119
2022-04-25,1457.8546178800768,1483.9654468570336,1423.0401792441348,1466.5582275390625,655803
2022-04-26,1492.6694247427304,1492.6694247427304,1440.44775390625,1440.44775390625,584732
2022-04-27,1396.9296919796445,1440.4477509198202,1396.9296919796445,1423.04052734375,329751
2022-04-28,1449.151250534509,1488.3175005489552,1431.7440283058663,1470.9102783203125,584620
2022-04-29,1497.0211116632765,1527.4837505634014,1457.8548616488304,1470.9102783203125,692937
2022-05-03,1479.6138839034347,1483.9656894443272,1444.799439576295,1449.1512451171875,229340
2022-05-04,1462.2065370858434,1462.2065370858434,1440.4475112363516,1444.79931640625,175388
2022-05-05,1466.5583377362748,1466.5583377362748,1431.743896484375,1431.743896484375,492450
2022-05-06,1392.57763671875,1405.6330520629883,1379.522221374512,1392.57763671875,780505
2022-05-09,1375.1705287165535,1379.5223341871756,1362.1151123046875,1362.1151123046875,322701
2022-05-10,1340.3560971860531,1418.6885963722511,1327.3006806550202,1409.9849853515625,840494
2022-05-11,1414.3367897246276,1427.3922062451627,1392.5777621904026,1405.6331787109375,477263
2022-05-12,1401.2812469482424,1423.0402725219728,1388.225831604004,1392.57763671875,539531
2022-05-13,1405.6331787109375,1418.6885952314726,1396.9295676972474,1405.6331787109375,354819
2022-05-16,1427.3920744889938,1431.7438795941432,1379.5222183323506,1383.8740234375,301302
2022-05-17,1392.5777621904026,1414.3367897246276,1383.8741511767125,1405.6331787109375,279899
2022-05-18,1409.9849853515625,1414.3367908619068,1392.5777633101852,1409.9849853515625,321274
2022-05-19,1383.8741443525728,1388.2259498379583,1357.7633114402602,1379.5223388671875,340801
2022-05-20,1405.6330520629883,1409.9848571777345,1388.225831604004,1392.57763671875,427438
2022-05-23,1392.57763671875,1405.6330520629883,1388.225831604004,1392.57763671875,166941
2022-05-24,1396.9295608087293,1401.2813662941146,1375.170533381802,1379.5223388671875,302373
2022-05-25,1405.6331809645433,1418.6885975060095,1392.5777644230768,1414.3367919921875,394523
2022-05-26,1427.3922073929398,1431.744012903284,1405.6331798412182,1409.9849853515625,280439
2022-05-27,1418.6887243910498,1457.8549775184101,1414.3369184880098,1440.44775390625,719307
2022-05-30,1457.854859488351,1462.2066650390625,1444.7994428362165,1462.2066650390625,455084
2022-05-31,1449.1512462136275,1466.5584683903676,1444.7994406694422,1453.5030517578125,782797
2022-06-01,1449.15136571233,1462.2067834214502,1440.44775390625,1440.44775390625,325671
2022-06-02,1440.4476351252572,1457.8548573019975,1431.7440240368871,1453.5030517578125,486754
2022-06-06,1510.0764362482735,1584.0571262085634,1497.0210203729282,1575.353515625,2085984
2022-06-07,1566.6498940677966,1566.6498940677966,1531.8354519774011,1540.5390625,971954
2022-06-08,1562.2982157218357,1571.0018269514837,1544.8909932625395,1553.5946044921875,653386
2022-06-09,1553.5946144706872,1618.8716991123126,1540.539197542362,1597.1126708984375,958680
2022-06-10,1566.6499050414363,1584.0571262085634,1557.946294457873,1575.353515625,561823
2022-06-13,1540.539058326656,1544.8908635761663,1523.1318373286147,1527.483642578125,507689
2022-06-14,1523.13183029263,1536.1872459808526,1492.6691936867774,1505.724609375,496075
2022-06-15,1505.724478355251,1514.4280880567264,1479.613649250825,1483.9654541015625,479753
2022-06-16,1510.076526096889,1518.7801371983119,1462.2066650390625,1462.2066650390625,487496
2022-06-17,1431.7439052297107,1457.854736328125,1423.0402948635726,1457.854736328125,538028
2022-06-20,1457.85484596535,1457.85484596535,1409.9849853515625,1409.9849853515625,369116
2022-06-21,1431.743900896555,1444.79931640625,1409.9848750470633,1444.79931640625,272326
2022-06-22,1436.095687866211,1440.4474929809571,1392.57763671875,1392.57763671875,358685
2022-06-23,1409.9849842177825,1418.6885952314726,1383.8741511767125,1405.6331787109375,371495
2022-06-24,1418.68848538686,1483.9655629353351,1414.3366802169617,1444.79931640625,609314
2022-06-27,1475.261844400087,1492.669063803038,1462.206429847874,1483.9654541015625,511718
2022-06-28,1479.614015099598,1492.6694328798885,1470.910403246071,1488.317626953125,189592
2022-06-29,1470.9102804744946,1488.3175027286306,1462.2066693474264,1479.6138916015625,321380
2022-06-30,1466.558360931839,1510.0764131850092,1453.5029452558877,1501.372802734375,711306
2022-07-01,1501.3729172204373,1523.1319450062408,1466.5584727631517,1470.9102783203125,861991
2022-07-04,1479.613898989103,1518.7801492564618,1470.910287818579,1510.0765380859375,650408
2022-07-05,1527.483642578125,1531.8354478276353,1492.6692005820423,1527.483642578125,754423
2022-07-06,1527.4838802939967,1531.8356862207602,1479.614015099598,1488.317626953125,869649
2022-07-07,1514.4282590176197,1636.27880859375,1497.021037649601,1636.27880859375,1560990
2022-07-08,1658.0378326579212,1679.7968593332218,1605.816168637199,1627.5751953125,1661625
2022-07-11,1640.6306139357546,1649.334224619764,1597.112560515708,1636.27880859375,875151
2022-07-12,1592.7608652556623,1610.1680878267625,1575.3536426845624,1597.1126708984375,1050108
2022-07-13,1644.982413999496,1671.093245967742,1618.87158203125,1618.87158203125,931275
2022-07-14,1597.112566770218,1692.8522846692501,1592.7607614111712,1658.037841796875,1328681
2022-07-15,1688.500500549623,1749.4257763426506,1658.0378626531092,1732.0185546875,2107235
2022-07-18,1753.7775817564384,1766.8329979978014,1714.6113330323492,1732.0185546875,1061822
2022-07-19,1714.6114520448627,1736.3704806241121,1714.6114520448627,1723.3150634765625,399130
2022-07-20,1749.4258861541748,1762.4813032150269,1671.0933837890625,1671.0933837890625,1200875
2022-07-21,1675.4451969691686,1710.259642620476,1658.0379741435147,1705.9078369140625,715438
2022-07-22,1705.9077059659091,1718.9631220829951,1675.445068359375,1675.445068359375,531375
2022-07-25,1675.4451894760132,1684.1488008499146,1666.7415781021118,1671.0933837890625,315124
2022-07-26,1679.7967481488658,1688.5003582429015,1658.0377229137769,1666.7413330078125,331032
2022-07-27,1666.7413439628406,1705.9075896434294,1649.3341236603567,1697.2039794921875,509916
2022-07-28,1727.6666259765625,1745.0738463894245,1714.611210666916,1727.6666259765625,960939
2022-07-29,1758.1295288670005,1819.0548095703125,1745.0741115734336,1819.0548095703125,1428209
2022-08-01,1810.350950677711,1836.4617816971008,1788.5919248282191,1805.9991455078125,880398
2022-08-02,1779.8881781817659,1797.2953975282867,1758.1291539986146,1766.832763671875,935152
2022-08-03,1771.1845809530114,1810.3508247578693,1758.1291663513923,1797.29541015625,811435
2022-08-04,1792.9438428691788,1805.9992592007504,1749.4257884306064,1775.53662109375,687248
2022-08-05,1797.2955423990886,1845.1653994605656,1797.2955423990886,1827.7581787109375,696319
2022-08-08,1823.406490619366,1836.461907019982,1801.647463285006,1810.35107421875,408126
2022-08-09,1810.3510822990545,1845.165526189421,1792.9438603538713,1840.813720703125,488387
2022-08-10,1819.0548095703125,1840.8138383929238,1814.70300380579,1819.0548095703125,404780
2022-08-11,1858.220934354342,1862.5727398212139,1805.999268751878,1810.35107421875,693774
2022-08-12,1823.4064882435084,1832.1100991659118,1792.9438500150966,1801.6474609375,474767
2022-08-15,1819.0546827823068,1819.0546827823068,1792.9438500150966,1801.6474609375,348651
